"cluster","idnum","pais","estratopri","upm","prov","municipio","nicsegmento","nicsec","ur","tamano","idiomaq","q1","ls3","a4","soct1","soct2","soct3","idio1","idio2","idio3","cp2","cp4a","cp4","np1","np2","muni10","sgl1","nicmuni5","nicmuni6","nicmuni8","nicmuni9","nicmuni11","nicmuni15","nicmuni16","nicmuni16a","nicmuni16ao","cp5","cp6","cp7","cp8","cp9","cp13","niccp14","cp20","ls6","ls6a","it1","l1","prot3","prot4","y4","jc1","jc10","jc13","jc15a","jc16a","vic1ext","vic1exta","vic2","vic2aa","vic1hogar","aoj8","aoj11","aoj11a","aoj12","aoj17","b1","b2","b3","b4","b6","b10a","b11","b12","b13","b14","b18","b20","b20a","b21","b21a","b31","b32","b43","b16","b17","b37","b46","b47","b48","nicb49","nicb50","n1","n3","n9","n11","n12","n15","nicn10","wt1","wt2","m1","m2","pop101","pop102","pop103","pop107","pop113","eff1","eff2","ing4","dem23","ros1","ros2","ros3","ros4","ros5","ros6","pn4","pn5","e5","e8","e11","e15","e14","e3","e16","nice17","d1","d2","d3","d4","d5","d6","dem2","dem11","aut1","pp1","pp2","nicpp2","nicpol3","exc2","exc6","exc11a","exc11","exc13a","exc13","exc14a","exc14","exc15a","exc15","exc16a","exc16","exc18","exc7","per1","per2","per3","per4","per5","per6","per7","per8","per9","per10","crisis1","crisis2","vb1","vb2","vb3","vb4","vb8","vb6","nicvb7","vb10","vb11","nicvb2","nicvb4","pol1","vb20","clien1","clien2","nicortega","ed","edlevel","edyear","q2","y1","y2","y3","haicr1","q3c","q3ca","q5a","q5b","q10","q10a","q10b","q10a3","q10c","q16","q14","q10d","q10e","q10f","q11","q12","q12a","etid","nicetida","leng1","www1","gi0","gi1","gi3","gi4","r1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r16","r18","ocup4a","ocup1a","ocup1b1","ocup1b2","pen1","pen3","pen4","sal1","sal2","sal4","colorr","intid","sexi","colori","fecha","ti","ti3","annotations"
"68","599","5","505","14","4","14","68","0","2","5","1","2","3.0","4.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","0.0","1.0","0.0",,"3.0","0.0","1.0","1.0",,"4.0","4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","2.0","6.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","1.0","1.0","7.0","1.0","2.0","1.0","3.0","1.0","3.0","2.0","4.0","6.0","6.0","6.0","6.0","5.0","1.0","6.0","3.0","3.0","6.0","6.0","6.0","5.0","3.0","4.0","4.0","7.0","5.0","5.0","3.0","4.0","4.0","7.0","1.0","1.0","4.0","4.0","2.0","3.0","4.0","4.0","4.0","5.0","5.0","3.0","3.0","1.0","4.0","4.0","1.0","4.0","4.0","4.0","7.0","7.0","4.0","7.0","7.0","4.0","7.0","7.0","3.0","3.0","10.0","3.0","10.0","1.0","1.0","1.0","5.0","4.0","10.0","10.0","10.0","10.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","2.0","1.0","0.0","0.0","0.0",,"0",,"0.0",,"1.0","0.0","0.0",,"0.0","2.0","6.0","4.0","7.0","5.0","5.0","5.0","7.0","1.0","7.0","4.0","2.0","3.0","1.0","1.0","502.0",,"3.0","1.0","2.0","1.0","502.0","1.0",,"2.0","2.0","3.0",,"3.0","0","0",,"66",,,,,"1.0","101.0","2.0","1.0","2.0","2",,,"4.0",,"2.0","3.0","2.0",,"2.0","8","1.0","2.0","2.0","501.0","5.0","1.0",,,"2.0","1","0","0","0","0","0","0","0","0","0","0","0","0","5.0",,"3.0","2.0","2.0",,,"2",,,"5","10","2","3","13480000000.0","13480000000.0","2371",
"68","600","5","505","14","4","14","68","0","2","5","1","2","2.0","1.0","4.0","2.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","0.0","1.0","1.0","3.0","4.0","2.0","2.0",,,"4.0","4.0","2.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","3.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","1.0","1.0","2.0","4.0","4.0","4.0","3.0","4.0","3.0","4.0","3.0","3.0","3.0","2.0","4.0","1.0","7.0","4.0","2.0","3.0","2.0","7.0","3.0","4.0","6.0","4.0","3.0","3.0","2.0","4.0","3.0","2.0","3.0","2.0","3.0","4.0","3.0","1.0","1.0","3.0","3.0","1.0","7.0","7.0","7.0","7.0","7.0","4.0","7.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","8.0","10.0","8.0","1.0","1.0","1.0","1.0","1.0","9.0","8.0","7.0","6.0","10.0","1.0","2.0","2.0","2.0","4.0","2.0","2.0",,"0.0","0.0","0.0",,"0",,"0.0",,"1.0","0.0","0.0",,"0.0","2.0","7.0","1.0","7.0","1.0","7.0","4.0","5.0","7.0","6.0","6.0","1.0","77.0","1.0","2.0",,"3.0",,"2.0",,"2.0",,"2.0","3.0","4.0","1.0","3.0",,"3.0","7","2","1.0","47",,,,,"5.0","514.0","1.0","1.0","4.0","2",,,"4.0",,"2.0","2.0","1.0",,"2.0","8","4.0","2.0","2.0","501.0","5.0","2.0",,"2.0",,"1","1","0","1","0","0","0","0","0","0","0","0","0","5.0",,"3.0","2.0","2.0",,,"2",,,"5","11","2","5","13480000000.0","13480000000.0","2187",
"69","601","5","505","15","4","15","69","0","1","3","1","1","2.0","3.0","3.0","2.0","2.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"4.0","0.0","2.0","0.0",,"2.0","2.0","1.0","1.0",,"4.0","1.0","4.0","2.0","4.0","4.0","4.0",,"6.0","4.0","2.0","5.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","2.0","2.0","4.0","4.0","6.0","5.0","6.0","6.0","4.0","4.0","7.0","6.0","5.0","6.0","5.0","7.0","4.0","4.0","4.0","5.0","7.0","5.0","6.0","6.0","5.0","5.0","6.0","4.0","5.0","4.0","4.0","4.0","5.0","4.0","4.0","5.0","5.0","5.0","3.0","3.0","4.0","3.0","4.0","2.0","3.0","4.0","4.0","6.0","7.0","3.0","4.0","7.0","6.0","6.0","7.0","3.0","2.0","10.0","10.0","9.0","7.0","3.0","1.0","3.0","1.0","2.0","9.0","9.0","9.0","6.0","1.0","2.0","2.0","2.0","4.0","2.0","1.0","1.0","0.0","0.0","0.0",,"0",,"0.0",,"0.0",,"0.0",,"1.0","2.0","6.0","3.0","6.0","3.0","7.0","3.0","7.0","2.0","7.0","2.0","2.0","7.0","2.0","2.0",,"6.0",,"2.0",,"2.0",,"1.0",,"2.0","3.0","3.0",,"4.0","13","3","1.0","19","1.0","1.0","2.0","1.0","5.0","509.0","1.0","1.0","4.0","2",,,"4.0",,"1.0","2.0","2.0",,"1.0","0",,"2.0","2.0","501.0","2.0","1.0","1.0","1.0","1.0","1","0","0","1","0","0","0","0","1","1","0","0","0","4.0",,"4.0","2.0","2.0",,,"2",,,"5","12","2","5","13480000000.0","13480000000.0","1998",
"69","602","5","505","15","4","15","69","0","1","3","1","1","1.0","1.0","4.0","2.0",,"3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0",,"4.0","0.0","0.0","1.0","4.0",,"0.0","1.0",,,"4.0","3.0","4.0","4.0","4.0","4.0","4.0",,"10.0","4.0","2.0","5.0","2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","3.0","2.0","3.0","3.0","3.0","4.0","3.0","3.0","1.0","5.0","4.0","3.0","1.0","5.0","7.0","1.0","3.0","3.0","2.0","7.0","3.0","3.0","6.0","3.0","3.0","5.0","2.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","5.0","4.0","3.0","4.0","2.0","3.0","3.0","2.0","3.0","1.0","4.0","4.0","4.0","5.0","5.0","4.0","5.0","4.0","5.0","1.0","1.0","7.0","7.0","9.0","5.0","1.0","1.0","1.0","3.0","7.0","9.0","7.0","9.0","7.0","9.0","2.0","2.0","2.0","4.0","2.0","2.0","1.0","1.0","0.0","1.0","0.0","1","0.0","0.0",,"0.0",,"0.0",,"0.0","2.0","5.0","3.0","6.0","3.0","5.0","6.0","4.0","1.0","4.0","1.0","1.0","2.0","1.0","2.0",,"6.0",,"2.0",,"2.0",,"2.0","14.0","3.0",,"3.0",,"4.0","8","2","2.0","22","4.0","1.0",,"1.0","5.0","519.0","4.0","2.0","4.0","2",,,"3.0","4.0","1.0","3.0","1.0",,"1.0","0",,"2.0","2.0","501.0","4.0","5.0","1.0",,"1.0","1","0","0","0","0","0","0","0","1","0","0","0","0","1.0","2.0","3.0","2.0","2.0",,,"2",,,"8","16","1","5","13480000000.0","13480000000.0","1577",
"69","603","5","505","15","4","15","69","0","1","3","1","1","3.0","1.0","3.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","0.0","0.0","0.0",,"4.0","0.0","1.0","1.0",,"2.0","1.0","4.0","4.0","4.0","4.0","4.0",,"8.0","3.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","1.0","2.0","1.0","3.0","4.0","3.0","7.0","2.0","2.0","7.0","4.0","1.0","7.0","3.0","2.0","5.0","3.0","6.0","1.0","3.0","3.0","5.0","7.0","5.0","7.0","7.0","5.0","2.0","6.0","2.0","3.0","5.0","4.0","3.0","5.0","2.0","3.0","4.0","3.0","1.0","3.0","3.0","4.0","3.0","4.0","3.0","3.0","4.0","4.0","6.0","4.0","2.0","3.0","5.0","6.0","6.0","5.0","2.0","3.0","6.0","8.0","4.0","3.0","2.0","1.0","3.0","2.0","4.0","5.0","4.0","5.0","1.0","1.0","3.0","2.0","2.0","4.0","2.0","2.0","1.0","0.0","0.0","0.0",,"1","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","7.0","3.0","5.0","4.0","7.0","7.0","5.0","3.0","5.0","1.0","2.0","7.0","1.0","1.0",,,"3.0","2.0",,"2.0",,"2.0","3.0","4.0","3.0","3.0",,"4.0","11","2","5.0","33",,,,,"5.0","509.0","1.0","1.0","5.0","2",,,"3.0","2.0","1.0","3.0","1.0",,"2.0","1","1.0","2.0","1.0","501.0","2.0","1.0","1.0",,"2.0","1","1","0","1","0","1","0","0","1","1","0","0","0","1.0","2.0","1.0","2.0","1.0","2.0","1.0","1","1.0","1.0","4","22","2","4","13480000000.0","13480000000.0","1799",
"69","604","5","505","15","4","15","69","0","1","3","1","1","2.0","1.0","4.0","3.0",,"4.0","3.0","1.0","2.0","2.0","2.0","2.0","2.0",,"2.0","0.0","1.0","1.0","4.0","4.0","2.0","1.0","3.0",,"2.0","3.0","4.0","4.0","4.0","4.0","4.0",,"3.0","6.0","2.0","7.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","2.0","1.0","3.0","4.0","3.0","6.0","1.0","1.0","1.0","1.0","1.0","6.0","3.0","1.0","3.0","1.0","7.0","1.0","1.0","1.0","3.0","6.0","4.0","6.0","3.0","3.0","1.0","5.0","1.0","1.0","2.0","1.0","1.0","1.0","1.0","2.0","1.0","4.0","4.0","4.0","4.0","1.0","1.0","1.0","7.0","1.0","1.0","7.0","7.0","1.0","1.0","7.0","7.0","7.0","7.0","7.0","3.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","1.0","1.0","10.0","10.0","10.0","10.0","1.0","1.0","2.0","2.0","2.0","3.0","2.0","2.0","1.0","0.0","0.0","1.0","0.0","1","0.0","0.0",,"0.0",,"1.0","0.0","0.0","1.0","5.0","3.0","5.0","1.0","6.0","4.0","4.0","3.0","7.0","4.0","1.0","2.0","3.0","2.0",,"15.0",,"2.0",,"1.0","501.0","2.0","6.0","1.0","3.0","3.0",,"4.0","9","2","3.0","45",,,,,"4.0","402.0","5.0","1.0","3.0","2",,,"4.0",,"2.0","3.0","2.0",,"3.0","2","2.0","2.0","2.0","501.0","5.0","1.0","1.0","2.0","2.0","1","0","0","1","0","0","0","0","1","1","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"2",,,"4","22","2","4","13480000000.0","13480000000.0","2013",
"69","605","5","505","15","4","15","69","0","1","3","1","2","1.0","1.0","5.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","0.0","1.0","1.0","2.0","2.0","0.0","1.0","3.0",,"4.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","6.0","4.0","2.0",,"1.0","1.0","2.0","1.0","1.0","1.0","2.0","2.0","2.0",,,,"2.0","1.0","4.0","1.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","1.0","2.0","1.0","1.0","4.0","1.0","5.0","1.0","1.0","1.0","1.0","7.0","2.0","1.0","5.0","4.0","1.0","7.0","1.0","1.0","1.0","1.0","2.0","2.0","1.0","1.0","5.0","2.0","3.0","5.0","4.0","4.0","1.0","1.0","3.0","3.0","1.0","1.0","7.0","1.0","1.0","5.0","4.0","6.0","4.0","6.0","4.0","2.0","8.0","10.0","5.0","4.0","1.0","1.0","2.0","1.0","6.0","9.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","2.0","1.0","0.0","0.0","1.0","0.0","0",,"0.0",,"0.0",,"0.0",,"0.0","1.0","7.0","5.0","6.0","1.0","7.0","1.0","7.0","1.0","5.0","2.0","1.0","8.0","2.0","2.0",,"6.0",,"2.0",,"2.0",,"2.0","6.0","4.0","1.0","3.0",,"4.0","11","2","5.0","17","4.0","1.0","2.0","1.0","2.0","204.0","1.0","1.0",,"1","2.0","3.0","1.0","4.0","2.0","2.0","3.0","9.0","1.0","0",,"2.0","2.0","501.0","2.0","1.0","1.0",,,"1","1","0","1","0","0","0","0","1","1","0","0","0","4.0",,"3.0","2.0","2.0",,,"2",,,"4","12","2","5","13480000000.0","13480000000.0","2176",
"69","606","5","505","15","4","15","69","0","1","3","1","2","3.0","1.0","3.0","2.0","3.0","3.0","1.0",,"2.0","2.0","2.0","2.0","2.0",,,"0.0",,"0.0",,"4.0","2.0","1.0","5.0",,"4.0","1.0","2.0","4.0","4.0","4.0","4.0","4.0","5.0","7.0","1.0","5.0","2.0",,,"2.0","2.0","2.0","2.0","2.0","2.0",,,,"2.0","2.0","1.0","1.0","2.0","3.0","6.0","7.0","5.0","4.0","6.0","6.0","5.0","6.0","6.0","6.0","7.0","6.0","6.0","5.0","6.0","6.0","5.0","7.0","5.0","5.0","7.0","5.0","5.0","7.0","4.0","4.0","5.0","5.0","5.0","5.0","4.0","5.0","5.0","1.0","2.0","2.0","3.0","1.0","1.0","1.0","1.0","1.0","4.0","3.0","7.0","7.0","3.0","5.0","6.0","7.0","5.0","6.0","2.0","2.0","5.0","8.0","7.0","3.0","2.0","1.0","1.0","1.0","5.0","4.0","2.0","2.0","3.0","6.0","3.0","2.0","2.0","4.0","2.0","2.0","1.0","0.0","0.0","0.0",,"0",,"0.0",,"0.0",,"1.0","0.0","0.0","3.0","6.0","1.0","6.0","3.0","5.0","4.0","5.0","2.0","6.0","4.0","1.0","7.0","1.0","1.0","502.0",,"3.0","2.0",,"1.0","502.0","1.0",,"3.0","2.0","3.0",,"2.0","9","2","3.0","37",,,,,"5.0","509.0","1.0","1.0","2.0","2",,,"4.0",,"2.0","3.0","2.0",,"2.0","3","3.0","2.0","2.0","501.0","5.0","1.0","1.0",,"2.0","1","1","0","1","0","0","1","0","1","0","0","0","0","5.0",,"3.0","2.0","2.0",,,"2",,,"4","22","2","4","13480000000.0","13480000000.0","1921",
"69","607","5","505","15","4","15","69","0","1","3","1","2","2.0","1.0","3.0","1.0","3.0","3.0","1.0",,"2.0","2.0","2.0","2.0","2.0",,"4.0","0.0","0.0","0.0",,"4.0","0.0","1.0",,,"4.0","1.0","2.0","3.0","4.0","4.0","4.0","4.0","5.0","10.0","2.0",,"2.0",,,"2.0","1.0","1.0",,"2.0","2.0",,,,"1.0","2.0","3.0","1.0","3.0","3.0","3.0","4.0","7.0","4.0","5.0","6.0","7.0","7.0","7.0","5.0","3.0","1.0","7.0","2.0","1.0","5.0","1.0","7.0","7.0","7.0","7.0","7.0","2.0","7.0","5.0","2.0","7.0","7.0","4.0","6.0","5.0","5.0","7.0","4.0","4.0","3.0","5.0",,"7.0","1.0","3.0","3.0","2.0","3.0","5.0","5.0","6.0","6.0","6.0","6.0","6.0","6.0","2.0","2.0","6.0","6.0","7.0","7.0","1.0","3.0","2.0","1.0","9.0","9.0","3.0","1.0","1.0","1.0","2.0","2.0","2.0","4.0","2.0","2.0","1.0","0.0","0.0","0.0",,"1","0.0","0.0",,"1.0","0.0","1.0","0.0","0.0","2.0","6.0","5.0","6.0","6.0","5.0","3.0","5.0","1.0","4.0","3.0","1.0","2.0","1.0","2.0",,"15.0",,"2.0",,"2.0",,"1.0",,"4.0","4.0","3.0",,"2.0","7","2","1.0","32",,,,,"5.0","516.0","1.0","1.0","3.0","2",,,"4.0",,"2.0","3.0","2.0",,"5.0","4","4.0","2.0","2.0","501.0","5.0","5.0",,,"1.0","1","0","0","1","0","0","0","0","1","1","0","0","0","1.0","2.0","3.0","1.0","2.0",,,"2",,,"6","16","1","5","13480000000.0","13480000000.0","2962",
"70","609","5","505","15","4","15","70","0","1","3","1","1","2.0","1.0","3.0","3.0","2.0","4.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","0.0","0.0","1.0","2.0","4.0","1.0","1.0","3.0",,"3.0","2.0","4.0","4.0","4.0","4.0","3.0",,"7.0","4.0","4.0","6.0","2.0",,,"1.0","1.0","1.0","2.0","2.0","1.0","1.0","2.0","3.0","2.0","2.0","1.0","1.0","3.0","1.0","5.0","1.0","5.0","6.0","5.0","7.0","3.0","7.0","6.0","3.0","6.0","1.0","7.0","5.0","3.0","6.0","1.0","7.0","6.0","6.0","4.0","5.0","4.0","5.0","1.0","1.0","5.0","4.0","5.0","5.0","4.0","3.0","6.0","3.0","2.0","3.0","3.0","6.0","1.0","3.0","3.0","6.0","5.0","3.0","3.0","6.0","7.0","7.0","7.0","7.0","7.0","7.0","3.0","1.0","8.0","10.0","3.0","5.0","3.0","3.0","7.0","8.0","3.0","3.0","1.0","1.0","6.0","7.0","2.0","1.0","1.0","4.0","2.0","2.0","1.0","0.0","0.0","1.0","0.0","1","0.0","1.0","0.0","1.0","0.0","0.0",,"0.0","2.0","4.0","1.0","6.0","1.0","5.0","5.0","6.0","4.0","5.0","5.0","2.0","5.0","1.0","2.0",,"6.0",,"1.0","2.0","2.0",,"1.0",,"4.0","1.0","3.0",,"4.0","8","2","2.0","23","4.0","1.0","2.0","1.0","1.0","101.0","3.0","2.0","4.0","2",,,"4.0",,"1.0","2.0","3.0","1.0","3.0","1","1.0","2.0","1.0","501.0","4.0","1.0","1.0",,"2.0","1","1","0","1","0","0","0","0","1","0","0","1","0","1.0","2.0","3.0","1.0","1.0","2.0","1.0","2",,,"6","12","2","5","13480000000.0","13480000000.0","2152",
"70","610","5","505","15","4","15","70","0","1","3","1","1","3.0","1.0","4.0","2.0","3.0","4.0","2.0",,"2.0","2.0","2.0","2.0","2.0",,,"0.0","0.0","1.0","5.0","4.0","0.0","1.0","3.0",,"4.0","4.0","2.0","4.0","4.0","4.0","4.0",,"1.0","5.0","3.0",,"2.0",,,"2.0","2.0","1.0","2.0","2.0","2.0",,,,"1.0","1.0","3.0","1.0","4.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","1.0","5.0","3.0","2.0","3.0","6.0","5.0","3.0","2.0","3.0","3.0","7.0","3.0","3.0","4.0","3.0","3.0","2.0","3.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","3.0","5.0","5.0","3.0","5.0","4.0","2.0","3.0","3.0","2.0","1.0","4.0","3.0","5.0","5.0","6.0","5.0","6.0","5.0","6.0","1.0","2.0","10.0","7.0","6.0","5.0","1.0","2.0","1.0","1.0","7.0","6.0","8.0","9.0","9.0","7.0","2.0","2.0","2.0","4.0","2.0","2.0",,"0.0","0.0","0.0",,"0",,"0.0",,"1.0","0.0","1.0","0.0","1.0","1.0","6.0","2.0","5.0","4.0","6.0","5.0","4.0","2.0","5.0","1.0","1.0",,"1.0","1.0","504.0",,"3.0","1.0","77.0","2.0",,"1.0",,"4.0","4.0","3.0",,"4.0","9","2","3.0","23","4.0","1.0","2.0","1.0",,,"5.0","4.0","5.0","2",,,"4.0",,"1.0","3.0","2.0",,"5.0","2","2.0","1.0","2.0","501.0","5.0","5.0",,,"1.0","1","0","0","1","0","0","0","0","1","1","0","0","0","3.0",,"2.0","1.0","2.0",,,"2",,,"4","16","1","5","13480000000.0","13480000000.0","2338",
"70","611","5","505","15","4","15","70","0","1","3","1","1","4.0","3.0","3.0","3.0","3.0","3.0","2.0","1.0","2.0","2.0","2.0","2.0","2.0",,"3.0","1.0","1.0","0.0",,"3.0","1.0","1.0","5.0",,"2.0","4.0","4.0","2.0","2.0","4.0","4.0",,"0.0","10.0","1.0","1.0","2.0",,,"1.0","1.0","1.0","1.0","1.0","2.0",,,,"2.0","2.0","4.0","1.0","1.0","1.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","5.0","5.0","5.0","5.0","7.0","7.0","7.0","7.0","5.0","6.0","7.0","5.0","5.0","5.0","5.0","5.0","7.0","7.0","7.0","7.0","7.0","2.0","3.0","3.0","3.0","1.0","4.0","6.0","7.0","7.0","7.0","5.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","3.0","10.0","10.0","10.0","1.0","1.0","1.0","5.0","1.0","10.0","10.0","10.0","10.0","1.0","10.0","3.0","2.0","2.0","2.0","2.0","2.0","1.0","0.0","0.0","0.0",,"0",,"0.0",,"0.0",,"1.0","0.0","0.0","3.0","7.0","1.0","7.0","7.0","7.0","7.0","7.0","7.0","7.0","1.0","1.0","7.0","1.0","2.0",,"15.0",,"2.0",,"1.0","502.0","1.0",,"1.0","2.0","3.0",,"4.0","6","1","6.0","43",,,,,"5.0","509.0","2.0","1.0","2.0","2",,,"4.0",,"1.0","3.0","2.0",,"2.0","4","0.0","2.0","2.0","501.0","5.0","1.0",,,"2.0","1","0","0","0","0","0","0","0","0","0","0","0","0","3.0",,"3.0","2.0","2.0",,,"2",,,"5","12","2","5","13480000000.0","13480000000.0","1934",
"70","612","5","505","15","4","15","70","0","1","3","1","1","1.0",,"3.0","1.0","2.0","4.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","0.0","2.0","0.0","3.0","0.0",,"4.0","1.0","1.0","2.0",,"4.0","4.0","2.0","4.0","4.0","3.0","4.0",,"0.0","9.0","4.0","4.0","2.0",,,"2.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","1.0","2.0","1.0","4.0","3.0","3.0","5.0","7.0","7.0","6.0","4.0","7.0","7.0","5.0","7.0","7.0","7.0","2.0","5.0","7.0","6.0","4.0","7.0","5.0","2.0","5.0","3.0","7.0","6.0","2.0","4.0","7.0","5.0","7.0","7.0","6.0","7.0","4.0","4.0","4.0","2.0","3.0","7.0","7.0","6.0","7.0","3.0","5.0","6.0","7.0","3.0","6.0","5.0","7.0","4.0","6.0","4.0","3.0","4.0","3.0","6.0","9.0","3.0","2.0","1.0","3.0","8.0","10.0","10.0","9.0","5.0","2.0","2.0","2.0","2.0","2.0","4.0","2.0","2.0","1.0","0.0","0.0","1.0","0.0","0",,"0.0",,"0.0",,"0.0",,"0.0","1.0","5.0","4.0","7.0","6.0","2.0","5.0","5.0","3.0","3.0","3.0","2.0","1.0","1.0","1.0","502.0",,"3.0","2.0",,"1.0","502.0","1.0",,"3.0","2.0","3.0",,"2.0","4","1","4.0","70",,,,,"1.0","101.0","2.0","1.0",,"2",,,"4.0",,"2.0","3.0","3.0","1.0","3.0","6","0.0","1.0","2.0","501.0","5.0","1.0",,"2.0","1.0","1","1","0","1","0","0","0","0","1","0","0","0","0","3.0",,"2.0","2.0","2.0",,,"2",,,"4","22","2","4","13480000000.0","13480000000.0","2659",
"70","613","5","505","15","4","15","70","0","1","3","1","2","2.0","4.0","4.0","2.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0",,"3.0","0.0","0.0","0.0",,"3.0","1.0","2.0",,,"4.0","4.0","3.0","4.0","4.0","4.0","4.0","4.0","4.0","5.0","4.0","3.0","2.0",,,"2.0","2.0","2.0","2.0","1.0","2.0",,,,"2.0","1.0","2.0","3.0","3.0","4.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","1.0","4.0","3.0","4.0","5.0","1.0","3.0","3.0","4.0","5.0","6.0","4.0","3.0","5.0","4.0","5.0","5.0","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","3.0","5.0","5.0","3.0","3.0","4.0","5.0","4.0","4.0","3.0","3.0","2.0","4.0","5.0","3.0","2.0","5.0","5.0","6.0","5.0","3.0","3.0","4.0","7.0","4.0","5.0","3.0","2.0","2.0","4.0","4.0","6.0","4.0","6.0","7.0","8.0","3.0","2.0","1.0","4.0","2.0","2.0",,"0.0","0.0","0.0",,"0",,"0.0",,"1.0","0.0","0.0",,"0.0","3.0","3.0","3.0","4.0","4.0","5.0","5.0","4.0","3.0","4.0","5.0","2.0","3.0","2.0","2.0",,"6.0",,"2.0",,"1.0","502.0","2.0","6.0","3.0","2.0","3.0",,"2.0","9","2","3.0","18","4.0",,"2.0","1.0","1.0","101.0","5.0","2.0","1.0","2",,,"4.0",,"2.0","3.0","2.0",,"3.0","1","1.0","1.0","1.0","501.0","5.0","1.0",,"2.0",,"1","1","0","1","0","0","0","0","1","1","0","0","0","5.0",,"3.0","2.0","2.0",,,"2",,,"3","22","2","4","13480000000.0","13480000000.0","1942",
"70","614","5","505","15","4","15","70","0","1","3","1","2","3.0","1.0","3.0","2.0","1.0","3.0","3.0","1.0","2.0","2.0","2.0","1.0","1.0","0.0","2.0","0.0","0.0","1.0","2.0","4.0","1.0","1.0","2.0",,"2.0","4.0","2.0","2.0","4.0","4.0","1.0","4.0","10.0","7.0","4.0","10.0","2.0",,,"2.0","2.0","1.0","1.0","2.0","2.0",,,,"2.0","2.0","2.0","2.0","3.0","4.0","6.0","5.0","4.0","3.0","2.0","1.0","7.0","6.0","5.0","4.0","3.0","2.0","1.0","4.0","7.0","6.0","5.0","3.0","2.0","1.0","7.0","5.0","7.0","6.0","5.0","4.0","3.0","2.0","1.0","7.0","6.0","4.0","6.0","2.0","2.0","2.0","3.0","7.0","2.0","6.0","5.0","2.0","2.0","5.0","6.0","1.0","1.0","4.0","6.0","4.0","6.0","7.0","2.0","3.0","10.0","9.0","5.0","4.0","3.0","8.0","7.0","10.0","9.0","7.0","5.0","4.0","7.0","3.0","2.0","1.0","1.0","3.0","2.0","2.0","1.0","0.0","1.0","1.0","0.0","1","0.0","0.0",,"1.0","0.0","0.0",,"0.0","1.0","6.0","1.0","1.0","2.0","4.0","6.0","7.0","1.0","5.0","6.0","1.0","6.0","1.0","1.0","502.0",,"3.0","1.0","2.0","1.0","502.0","1.0",,"1.0","2.0","3.0",,"4.0","4","1","4.0","42",,,,,"1.0","101.0","2.0","1.0","3.0","2",,,"4.0",,"2.0","3.0","3.0","1.0","3.0","4","3.0","1.0","2.0","501.0","5.0","1.0",,,"2.0","1","0","0","1","0","0","0","0","1","0","0","0","0","1.0","4.0","3.0","2.0","2.0",,,"2",,,"4","22","2","4","13480000000.0","13480000000.0","2407",
